word_id,level,surface,reading_kana,meaning_ko,jp,ko,naver_source_name,naver_example_id,query,score,meaning_hits,target_match,review_flags,source_url
w_0caf84e642264d6a,N3,泉,いずみ,"샘, 분수",泉が滾滾とわいている,샘이 용솟음쳐 나오고 있다.,민중서림 엣센스 일한사전,20b258c66fd94a648540df9afece7e39,泉 샘 분수,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%B3%89
w_0cb3c4e2b583a065,N3,城,しろ,성,敵の城を攻取る,적의 성을 쳐서 탈취하다.,민중서림 엣센스 일한사전,80e35ed3ef0d4efdb7e2f2ff2ac72874,城 성,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%9F%8E
w_0cc62d6d12dd65cc,N1,幼稚な,ようちな,유치한,幼稚な論争をしている,유치한 논쟁을 하고 있다,민중서림 엣센스 일한사전,05703fd9ca9346de8fb0aece5d0fbb54,幼稚な 유치한,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%B9%BC%E7%A8%9A%E3%81%AA
w_0d28835187d6eee7,N1,街頭,がいとう,"가두, 길거리",選挙のポスターが街頭に張り出される.,선거 포스터가 길거리에 나붙다,민중서림 엣센스 한일사전,d9d501e72cd045f89c67f7952bb0a960,街頭,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%A1%97%E9%A0%AD
w_0d74e407f9afe5a5,N2,売れ行き,うれゆき,"팔림새, 매출",売れ行きが毎年，5コンスタント10%の割でコンスタントに伸びている,매상이 매해 5〜10%의 비율로 꾸준히 신장하고 있다.,민중서림 엣센스 외래어사전,37a33a1acff3405c815c1703a3cd3d15,売れ行き,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%A3%B2%E3%82%8C%E8%A1%8C%E3%81%8D
w_0df0106361d710ed,N1,削減,さくげん,삭감,LCCを大幅に削減する,생애 주기 비용을 큰 폭으로 삭감하다,민중서림 엣센스 일한사전,87c050ec17c14d2a959fe06d796791e3,削減,97,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%89%8A%E6%B8%9B
w_0e25c0ea9143aa5a,N1,取り分け,とりわけ,특히,今年の夏は取り分け暑い,올 여름은 유난히 덥다,교학사 일한사전,50c0b7fd6438410b895e6f02e1aaf62c,取り分け,107,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%82%8A%E5%88%86%E3%81%91
w_0e66d1e196b285b8,N5,魚,さかな,"생선, 물고기",魚の肉をむしって食べる; 魚の身をこそげ取って食べる,생선 살을 발라 먹다,민중서림 엣센스 한일사전,445f243b689f430c88d62a41af820092,魚,97,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%AD%9A
w_0e696b95974c3504,N1,踏襲,とうしゅう,답습,旧来の伝統を踏襲する,구래의 전통을 답습하다,민중서림 엣센스 일한사전,55c5a2a36c8b4888bc558c6cb363ccec,踏襲 답습,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%B8%8F%E8%A5%B2
w_0e77500820c5c9b9,N2,染める,そめる,물들이다,色様様に染なす,온갖 빛깔로 물들이다.,민중서림 엣센스 일한사전,8fbdbfaf24f44565917e85e340a0dc79,染める 물들이다,51,1,stem,활용 어간으로만 목표어 확인; 자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E6%9F%93%E3%82%81%E3%82%8B
w_0e94c5a58ac3e3d5,N1,恩恵,おんけい,은혜,父母の恩恵を今更のように感じた.,부모의 은혜를 새삼스레 느꼈다,민중서림 엣센스 한일사전,c039305a3eda40b6a6b6d3ec9813a5ac,恩恵 은혜,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%81%A9%E6%81%B5
w_0e981b675d9187b1,N2,増加,ぞうか,증가,IPO企業の数が増加する,IPO 기업 수가 증가하다,민중서림 엣센스 일한사전,f3a166c3c1aa4216a0783e5bbb89b64f,増加 증가,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%A2%97%E5%8A%A0
w_0e9cab5ccd7e7e49,N1,工学,こうがく,공학,システム工学,시스템 공학.,민중서림 엣센스 일한사전,3e39b4855dc84d909f828955eb6e726a,工学,67,,,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E5%B7%A5%E5%AD%A6
w_0ea9569520107931,N5,てがみ,てがみ,편지,手紙を書く暇もない.,편지(를) 쓸 사이도 없다,민중서림 엣센스 한일사전,75e524ff773a4ca3b27e8ad801dac523,てがみ 편지,176,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%81%A6%E3%81%8C%E3%81%BF
w_0eb0f469760ebd47,N4,犬,いぬ,개,犬の遠ぼえがする.,멀리서 개 짖는 소리가 들린다,민중서림 엣센스 한일사전,8c626425e07b4492adb12334455f79e9,犬,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%8A%AC
w_0eb3b96a3fff2eb9,N2,測量,そくりょう,"측정, 조사",水深を測量する,수심을 측량하다.,민중서림 엣센스 일한사전,a3eeea3726a84e9fa68c0d288b4f62cb,測量,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%B8%AC%E9%87%8F
w_0ec81e693208cfb1,N5,りょうり,りょうり,요리,はい、料理するのが好きです。,"네, 요리하는 것을 좋아해요. (생활/가정>요리>요리 실력)",글로벌회화,7a2dbc447c4b4bcfafcf8277622d04cd,りょうり 요리,174,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%82%8A%E3%82%87%E3%81%86%E3%82%8A
w_0ef86c0f4dcae8ef,N3,郵便,ゆうびん,우편,手紙[小包]を書留(郵便)で送る.,편지[소포]를 등기 우편으로 부치다,민중서림 엣센스 한일사전,6a6f48451e6146198d1b027f31ff7689,郵便 우편,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%83%B5%E4%BE%BF
w_0f0e693ad521312b,N2,厳重,げんじゅう,엄중함,厳重な監視を行っている,엄중한 감시를 하고 있다,민중서림 엣센스 일한사전,c94674d37de344e4885a8a44348ee749,厳重 엄중함,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%8E%B3%E9%87%8D
w_0f10aedeec365426,N2,彫る,ほる,"새기다, 조각하다",象牙で判子を彫る.,상아로 도장을 새기다,민중서림 엣센스 한일사전,ba8262421d9d4e75a9297e6bef3e9e30,彫る,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BD%AB%E3%82%8B
w_0f5482e1ea9e0a5e,N3,ながれ,ながれ,흐름,気血の流れを良し、治る力を高めるのが瀉法である,기혈의 흐름을 좋게 하여 치유력을 높이는 것이 사법이다,민중서림 엣센스 일한사전,1d0e94b4755941d0bef4624f6148c609,ながれ 흐름,176,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%81%AA%E3%81%8C%E3%82%8C
w_0fd519f30d7ed2e9,N3,我慢,がまん,참음,ここが我慢[辛抱]の為所だ,지금이 참아야 할 때다.,민중서림 엣센스 일한사전,5e30d67d624e48a48bd2b15e642c8ee4,我慢 참음,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%88%91%E6%85%A2
w_0ff95f9278e7d4c0,N2,弊社,へいしゃ,자기회사의겸칭,弊社の団子は、手間を惜しまず昔からの製法を守って製造しております,저희 회사 경단은 수고를 마다하지 않고 전통적인 제조법을 고수해 만들고 있습니다,민중서림 엣센스 일한사전,f1401279db7d4104af0e29a4154e44e5,弊社,122,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BC%8A%E7%A4%BE
w_1046b061849458f3,N1,少ない,すくない,적다,骨ばかりで身が少ない.,뼈만 있고 살은 적다,민중서림 엣센스 한일사전,c832e5813a2f49ceac5e586a51c2f61e,少ない 적다,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%B0%91%E3%81%AA%E3%81%84
w_105e971d9bc80c2e,N1,契約,けいやく,계약,その契約はもう無効だ.,그 계약은 이제 무효다,민중서림 엣센스 한일사전,bfee65c74bb04650a83d5aa340e3b79e,契約 계약,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%A5%91%E7%B4%84
w_1097fa4be73c97bf,N2,妥当,だとう,"타당함, 적절함",妥当な線で調整する,타당한 선에서 조정하다,민중서림 엣센스 일한사전,6bbdf3f472654a3da283f9de9e744209,妥当 타당함 적절함,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%A6%A5%E5%BD%93
w_11029cfda3c417c2,N3,発達,はったつ,발달,IT(アイティー)産業が大いに発達した.,IT 산업이 크게 발달했다,민중서림 엣센스 한일사전,05f81fc4a8b14739833b3a2a32f607a8,発達 발달,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E9%81%94
w_1138a558fc818ae2,N3,話しかける,はなしかける,말을 걸다,隣席の人に話しかける.,옆자리(의) 사람에게 말을 걸다,민중서림 엣센스 한일사전,d0e5a805b2554dbc89c43a62b016756b,話しかける 말을 걸다,146,2,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%A9%B1%E3%81%97%E3%81%8B%E3%81%91%E3%82%8B
w_114c4a23b0b5401c,N1,突破,とっぱ,돌파,観客が5万人の線を突破した.,관객이 5만 명 선을 돌파했다,민중서림 엣센스 한일사전,0ac909c4d0264e328bdb365af4cf6323,突破,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%AA%81%E7%A0%B4
w_118291cb3fcc9c6f,N1,対比,たいひ,대비,二案を対比して見る.,두 안을 대비해 보다,민중서림 엣센스 한일사전,180f865f95f4428197dcc9d41f7cfeb2,対比 대비,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%AF%BE%E6%AF%94
w_1183a3688186cdef,N5,シャワーをあびる,シャワーをあびる,샤워하다,熱い水でシャワーを浴びる。,뜨거운 물로 샤워하다.,국립국어원 한국어-일본어 학습사전,b13241413b434ba98171546f3e39b44b,シャワーをあびる 샤워하다,106,1,jmdict-form,JMdict 보조 표기로 목표어 확인,https://ja.dict.naver.com/#/search?query=%E3%82%B7%E3%83%A3%E3%83%AF%E3%83%BC%E3%82%92%E3%81%82%E3%81%B3%E3%82%8B
w_1217f338bffbe3ab,N2,寺院,じいん,절,すたれた寺院を修復する,황폐한 절을 수복하다,민중서림 엣센스 한일사전,f12031a6d4b345e99d4864597167d44c,寺院 절,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%AF%BA%E9%99%A2
w_1235f63ee6dd7c0a,N1,仲人,なこうど,중매인,仲人を通して縁談をすすめる.,중매인을 통하여 혼담을 진행시키다,민중서림 엣센스 한일사전,70f6cd19c0884c5ea62344d4c8771d03,仲人,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BB%B2%E4%BA%BA
w_126432ddc17ee8df,N2,足袋,たび,다비(일본식 버선),足袋を彼方此方に履く,(일본식) 버선을 엇바꿔 신다,교학사 일한사전,0cf01008599e4a21aba4a273125a61a2,足袋 다비 일본식 버선,76,2,surface,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E8%B6%B3%E8%A2%8B
w_1294ac2a1e22448f,N1,上昇,じょうしょう,상승,物価の上昇に歯止めをかける.,물가 상승에 제동을 걸다,민중서림 엣센스 한일사전,15faa47dc52e443d9c5be27922d67d2a,上昇 상승,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%8A%E6%98%87
w_12b2c5a3d815ee5c,N3,示す,しめす,"나타내다,제시하다","在,不在を示す名札.","재, 부재를 표시하는 명패",민중서림 엣센스 한일사전,1f3e1ab688784c96ae580cff44980fd9,示す,114,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%A4%BA%E3%81%99
w_12b597c82e6ac902,N5,私,わたし,"나, 저",私はあの人の下で働いております.,나는 저 사람 밑에서 일하고 있습니다,민중서림 엣센스 한일사전,895598cc893449d484a104e77a21505f,私 나 저,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%A7%81
w_12eb7c44d130d071,N1,規制,きせい,규제,新たなBIS規制が施行される,새로운 BIS 규제가 시행되다,민중서림 엣센스 일한사전,9ecfc4718ab6469f90cbcd45db9b803c,規制 규제,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%A6%8F%E5%88%B6
w_12ed136adb62b130,N2,両側,りょうがわ,"양쪽, 양측",道の両側に木を植える.,길 양측에 나무를 심다,민중서림 엣센스 한일사전,542446992fc740e5bfea561b5cb51a51,両側 양쪽 양측,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%A1%E5%81%B4
w_13410f75a0bcc919,N2,鉄砲,てっぽう,"총, 철포",鉄砲をかついで出猟する,총을 메고 사냥하러 나가다.,민중서림 엣센스 일한사전,f85ef663eb5c40bfba8a89ba89da290c,鉄砲 총 철포,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%89%84%E7%A0%B2
w_1349e3b90fff3dc6,N1,高低,こうてい,"고저,높낮이",高低があって一様でない.,높낮이가 있어서 고르지 않다,민중서림 엣센스 한일사전,ae102c3c20304b1c8fbfbd9d12d0ea64,高低 고저 높낮이,114,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%AB%98%E4%BD%8E
w_1353ce210b23865a,N3,お前,おまえ,"너, 당신",お前にではなくお前の友達に言った話だ.,너 말고 네 친구에게 한 말이다,민중서림 엣센스 한일사전,63d6b8ac96524fd5b369becc0bcba105,お前,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E5%89%8D
w_1380616a4a83aca5,N1,合唱,がっしょう,합창,先生のオルガン伴奏で合唱する.,선생님의 오르간 반주로 합창하다,민중서림 엣센스 한일사전,2514468b2dc048009bde2497924c7008,合唱 합창,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%90%88%E5%94%B1
w_13ff9a7243921812,N2,持参,じさん,"지참, 가져옴","願書は持参するか,または郵送してください",원서는 지참하든가 또는 우송해 주십시오,민중서림 엣센스 한일사전,7303100888644c349a14bcf59a5a856c,持参 지참 가져옴,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%8C%81%E5%8F%82
w_140aab34c166b6c9,N2,灯台,とうだい,등대,島の東端に灯台がある.,섬의 동단에 등대가 있다,민중서림 엣센스 한일사전,e2498b1bb0644c9898b9afccc20f8565,灯台 등대,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%81%AF%E5%8F%B0
w_140b5feb626ef7fa,N4,寺,てら,"절, 사찰",焼けた寺を新たに建立する.,불탄 절을 새로 건립하다,민중서림 엣센스 한일사전,7c83d1d17bb443e9bacbc8ceaa8d4fed,寺 절 사찰,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%AF%BA
w_146652d464bf10c9,N1,過労,かろう,"긴장, 부담",彼の健康は過労でむしばまれていった.,그의 건강은 과로로 인해 좀먹어 들어갔다,민중서림 엣센스 한일사전,0249d0dddd574d6d8f631f6d91725e8d,過労,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%81%8E%E5%8A%B4
w_1473b754f2591b60,N3,抑える,おさえる,"(소비,지출을)줄이다",胸にあまる感激を抑えることができない.,가슴 벅찬 감격을 억누를 수 없다,민중서림 엣센스 한일사전,b31aa1cecb8d467984f9ac31e14a5845,抑える,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%8A%91%E3%81%88%E3%82%8B
w_14b30bc2b09fa244,N1,熟知,じゅくち,숙지,このあたりの地理は熟知している.,이 부근의 지리는 숙지하고 있다,민중서림 엣센스 한일사전,0646696e64f24020b719c6e1da66d395,熟知 숙지,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%86%9F%E7%9F%A5
w_14d8ad09a1ce1c8d,N1,英字,えいじ,"영자(英字), 영문자",英字のタイプ,영문 타자기,민중서림 엣센스 한일사전,4457db37af4842faa3752d599beafec1,英字,67,,,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E8%8B%B1%E5%AD%97
w_14e067fde838f088,N3,課,か,"과, 부서",初授業だから教科書の1課から順番に沿って勉強しましょう。,첫 수업이니 교과서의 일 과부터 차례대로 공부합시다.,국립국어원 한국어-일본어 학습사전,a6c4d961b1174bc0a8c63b6b8562d415,課 과 부서,148,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%AA%B2
