id,level,surface,reading_kana,meaning_ko,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_867190723b874b1e,N4,お釣り,おつり,거스름돈,naver-level-missing,naver_level_missing,,,,match,N4,お釣(り)∙御釣(り),,,naver,surface,イ：さあ、お釣り、ここにございます。,,,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E9%87%A3%E3%82%8A
w_e31aefb75328a9e0,N4,冷える,ひえる,차가워지다,example-headword-missing,match,N4,冷える,ひえる,,,,,,naver,missing,寒さで体が冷切る,,차가워지다;차갑게 느껴지다;식다,https://ja.dict.naver.com/#/search?query=%E5%86%B7%E3%81%88%E3%82%8B
w_512fde07bc888caa,N4,けんかする,けんかする,싸움,naver-level-missing;spelling-kana-not-in-jmdict,naver_level_missing,,,,search_no_jlpt,,けん化する,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,どたどた(と)とっ組んでけんかする.,,,https://ja.dict.naver.com/#/search?query=%E3%81%91%E3%82%93%E3%81%8B%E3%81%99%E3%82%8B
w_8510568b02e96bd2,N4,空く,すく,"비다, 한산해지다",level-ambiguous,manual_review,N3,透く·空く,すく,manual_review,N4,空く,,,naver,surface,食べなかったのでお腹が空く,,틈이 나다;틈새가 벌다;성기다;들여다보이다,https://ja.dict.naver.com/#/search?query=%E7%A9%BA%E3%81%8F
w_eff8aedd9cddd1a9,N4,閉める,しめる,(문 따위를) 닫다; (문을) 닫다,level-mismatch;level-mismatch-confirmed,mismatch,N5,閉める,%E3%81%97%E3%82%81%E3%82%8B,mismatch,N5,閉める,,,naver,surface,店は夜10時に閉めるそうです.,,닫다,https://ja.dict.naver.com/#/search?query=%E9%96%89%E3%82%81%E3%82%8B
w_56bc469e9f329a49,N4,叱る,しかる,꾸짖다,example-headword-missing,match,N4,叱る,しかる,,,,,,naver,missing,憤然と𠮟る。,,꾸짖다;야단치다,https://ja.dict.naver.com/#/search?query=%E5%8F%B1%E3%82%8B
w_941cab42122d160a,N4,押し入れ,おしいれ,벽장,naver-level-missing,naver_level_missing,,,,match,N4,押(し)入れ,,,naver,surface,押し入れに隠れる,,,https://ja.dict.naver.com/#/search?query=%E6%8A%BC%E3%81%97%E5%85%A5%E3%82%8C
w_4e68adf3b15aecc4,N4,取り替える,とりかえる,"교환하다, 바꾸다",naver-level-missing,naver_level_missing,,,,match,N4,取(り)替える·取(り)換える,,,naver,surface,古くなったものを新しいものに取り替えると，それは「奇麗」になったという。奇麗というのは単に古くなったものがサニタリーになったことに過ぎない。それに対し，「美」には芸術としての心のかかわり合いがある。,,,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%82%8A%E6%9B%BF%E3%81%88%E3%82%8B
w_52b71369ec5db591,N4,漬ける,つける,"담그다, 적시다, 절이다",level-mismatch,mismatch,N3,漬ける,%E3%81%A4%E3%81%91%E3%82%8B,manual_review,N3,漬ける,,,naver,surface,大根を刻んで酢と醤油に漬ける,,담그다;절이다,https://ja.dict.naver.com/#/search?query=%E6%BC%AC%E3%81%91%E3%82%8B
w_1fb1432fdae5690a,N4,点く,つく,"켜지다, 불이 붙다; (전기가) 켜지다",level-mismatch;example-headword-missing;level-mismatch-confirmed,mismatch,N2,点く,%E3%81%A4%E3%81%8F,mismatch,N2,点く,,,naver,missing,火が付く,,불이 켜지다;붙다;점화되다,https://ja.dict.naver.com/#/search?query=%E7%82%B9%E3%81%8F
w_440e556ac9a1c6e4,N4,召し上がる,めしあがる,드시다(존경어),naver-level-missing,naver_level_missing,,,,match,N4,召し上(が)る,,,naver,surface,「食べる」という単語の敬語は「お食べになる」と「召し上がる」である。,,,https://ja.dict.naver.com/#/search?query=%E5%8F%AC%E3%81%97%E4%B8%8A%E3%81%8C%E3%82%8B
w_25b648bf778c94cd,N3,する,する,하다,level-ambiguous,manual_review,N1,擦る,する,manual_review,N5,為る,,,naver,surface,10分の1に縮尺する.,,문지르다;비비다;닦다;→すれる,https://ja.dict.naver.com/#/search?query=%E3%81%99%E3%82%8B
w_08ce685bcb19f6e1,N3,後,ご,"뒤, 나중",level-mismatch;level-mismatch-confirmed,mismatch,N2,後,%E3%81%94,mismatch,N2,後,,,naver,surface,後から来て前に出る,,후;뒤;…후,https://ja.dict.naver.com/#/search?query=%E5%BE%8C
w_775de805c9d17855,N3,金,かね,돈; 금속,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,金·鉄,,,naver,surface,金を吸取られる,,,https://ja.dict.naver.com/#/search?query=%E9%87%91
w_eca4f0ccde642c46,N3,金,きん,금; 돈,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,金,,,naver,surface,指輪に薄く金を着せる.,,,https://ja.dict.naver.com/#/search?query=%E9%87%91
w_c62caa4afa7e342b,N3,男の人,おとこのひと,남자,level-mismatch;level-mismatch-confirmed,mismatch,N5,男の人,%E3%81%8A%E3%81%A8%E3%81%93%E3%81%AE%E3%81%B2%E3%81%A8,mismatch,N5,男の人,,,naver,surface,去年からその男の人とつきあうようになった.,,남자,https://ja.dict.naver.com/#/search?query=%E7%94%B7%E3%81%AE%E4%BA%BA
w_dac2ed0ed0290865,N3,一度に,いちどに,"한꺼번에, 동시에",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,一度に疲れが出る.,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E5%BA%A6%E3%81%AB
w_16b5e002c7a1d2f2,N3,その内,そのうち,머지않아,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,その内·其の内,,,naver,reading,男は「イエスの再臨が近づいてきて、世界はそのうち終焉に至る」と言った。,,,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%81%AE%E5%86%85
w_a4116bf6cc58ca05,N3,氏,し,"성씨, 씨",level-mismatch,mismatch,N2,氏,%E3%81%97,manual_review,N1,氏,,,naver,surface,私の畏友A(エー)氏を紹介します,,씨;…씨;성에 붙이는 존칭,https://ja.dict.naver.com/#/search?query=%E6%B0%8F
w_bfe33b63e03b0fd8,N3,簡単だ,かんたんだ,간단하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=簡単 suffix=だ,naver,surface,話せば簡単だ.と言って誰にも実行できることではない,,,https://ja.dict.naver.com/#/search?query=%E7%B0%A1%E5%8D%98%E3%81%A0
w_dd6cfb328dbd2400,N3,せい,せい,"원인, 이유, 잘못, 결함",level-ambiguous;example-headword-missing,manual_review,N1,制,せい,manual_review,N4,背,,,naver,missing,習い、性となる,,제;제도;천자의 명령,https://ja.dict.naver.com/#/search?query=%E3%81%9B%E3%81%84
w_155335c07d28c16f,N3,いつでも,いつでも,"언제든지(에서), 항상",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,何時でも,,,self,surface,困ったときはいつでも電話してください。,,,https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%A4%E3%81%A7%E3%82%82
w_9823331a4460e715,N3,重要だ,じゅうようだ,중요하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=重要 suffix=だ,naver,surface,外見も重要だが、それに劣らず性格も重要だ。,,,https://ja.dict.naver.com/#/search?query=%E9%87%8D%E8%A6%81%E3%81%A0
w_2e22b9e812873fab,N3,際,さい,"때, 경우, 상황",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,際,,,naver,surface,Aチームに在籍していた際はアシストに従事することが多かった。,,,https://ja.dict.naver.com/#/search?query=%E9%9A%9B
w_2051986d08da1c3e,N3,地,ち,"땅, 지면",level-mismatch;level-mismatch-confirmed,mismatch,N2,地,%E3%81%A1,mismatch,N2,地,,,naver,surface,足が地を離れない.,,땅;지;지면;지상;토지;지방,https://ja.dict.naver.com/#/search?query=%E5%9C%B0
w_09de41ea9efbccdb,N3,一般的だ,いっぱんてきだ,일반적이다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=一般的 suffix=だ,naver,surface,カセット・テープも，Ａ面に「Ａ」の文字を刻んで，Ｂ面と区別するのが一般的だ,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E8%88%AC%E7%9A%84%E3%81%A0
w_b0e70ed0be91dd53,N3,一般的な,いっぱんてきな,일반적인,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一般的な,derived-form,base=一般的 suffix=な,naver,surface,ところがアラムートでは，暗殺がきわめて一般的な戦い方とされていたのである。モンゴルに限らず，どんな集団でもアラムートの狂信者たちを憎んでいた,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E8%88%AC%E7%9A%84%E3%81%AA
w_e6e34cd099dad65c,N3,率,りつ,비율,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,率,,,naver,surface,フェアウェイキープは40%、パーオン率も50%と低迷した。,,,https://ja.dict.naver.com/#/search?query=%E7%8E%87
w_06e7e51d003ac3e4,N3,街,まち,"번화가, 거리",example-headword-missing,match,N3,街,%E3%81%BE%E3%81%A1,,,,,,naver,missing,下町のとある店に立ち寄る,,상가 따위가 밀집된 곳;번화한 거리,https://ja.dict.naver.com/#/search?query=%E8%A1%97
w_0182f61cfb3d14c2,N3,主だ,おもだ,주되다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=主 suffix=だ,naver,surface,ジスは会社を運営する実権を握っている実質的な主だ。,,,https://ja.dict.naver.com/#/search?query=%E4%B8%BB%E3%81%A0
w_84d9d692e8fc1ee1,N3,生まれ,うまれ,"출생, 출생 장소",naver-level-missing,naver_level_missing,,,,match,N3,生(ま)れ,,,naver,surface,彼はきっすいのソウル生まれだ.,,,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E3%81%BE%E3%82%8C
w_bd181301cc7c5324,N3,酒,さけ,"술, 사케",level-mismatch,mismatch,N2,酒,-しゅ,search_no_jlpt,,酒,,,naver,surface,酒と鮭は同じ発音ですがアクセントの位置が異なります。,,…주;…술,https://ja.dict.naver.com/#/search?query=%E9%85%92
w_5a44a3609e05efcb,N3,表示,ひょうじ,표시,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,表示,,,naver,surface,オンマウスで下線が表示される,,,https://ja.dict.naver.com/#/search?query=%E8%A1%A8%E7%A4%BA
w_7f8b1efcd206d4ac,N3,代表的だ,だいひょうてきだ,대표적이다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=代表的 suffix=だ,naver,stem,漢江(ハンガン)は、ソウルの代表的な顔だ。,,,https://ja.dict.naver.com/#/search?query=%E4%BB%A3%E8%A1%A8%E7%9A%84%E3%81%A0
w_d864b851061da4e7,N3,代表的な,だいひょうてきな,대표적인,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=代表的 suffix=な,naver,surface,鯛焼きは日本の代表的な庶民のお菓子です。,,,https://ja.dict.naver.com/#/search?query=%E4%BB%A3%E8%A1%A8%E7%9A%84%E3%81%AA
w_cf44989e0ac5563a,N3,チェックする,チェックする,체크하다,naver-level-missing;spelling-kana-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,出席をチェックする。,,,https://ja.dict.naver.com/#/search?query=%E3%83%81%E3%82%A7%E3%83%83%E3%82%AF%E3%81%99%E3%82%8B
w_066f479d049724ea,N3,一秒,いちびょう,1초,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一秒,,,naver,surface,一秒の狂いもない.,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E7%A7%92
w_0f8fc5c6ab696d73,N3,出会い,であい,만남,naver-level-missing,naver_level_missing,,,,match,N3,出会(い)·出合(い),,,naver,surface,出会いの切っ掛けを提供する,,,https://ja.dict.naver.com/#/search?query=%E5%87%BA%E4%BC%9A%E3%81%84
w_84353701d56138e4,N3,正直だ,しょうじきだ,정직하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=正直 suffix=だ,naver,surface,あの人は正直だ,,,https://ja.dict.naver.com/#/search?query=%E6%AD%A3%E7%9B%B4%E3%81%A0
w_5a886b7121ed4a02,N3,差,さ,"차이, 차",level-mismatch;level-mismatch-confirmed,mismatch,N2,差,%E3%81%95,mismatch,N2,差,,,naver,surface,勝ち点５差で追っている,,차;차이;차등;뺄셈의 답,https://ja.dict.naver.com/#/search?query=%E5%B7%AE
w_9a0f257e7a6a025d,N3,弾,たま,"총알, 탄환",level-mismatch;level-mismatch-confirmed,mismatch,N2,弾,%E3%81%9F%E3%81%BE,mismatch,N2,弾,,,naver,surface,弾[弾丸]が肩を貫通する,,총알;탄알,https://ja.dict.naver.com/#/search?query=%E5%BC%BE
w_d2920b329afac048,N3,当然,とうぜん,당연히,level-ambiguous,manual_review,N2,当然,とうぜん,manual_review,N2,当然,,,naver,surface,ベニスのゴンドリエは当然ベニスの歌を歌いたがる,,당연,https://ja.dict.naver.com/#/search?query=%E5%BD%93%E7%84%B6
w_ee8feeec8a1af066,N3,これら,これら,이것들,level-mismatch;level-mismatch-confirmed,mismatch,N2,此等·是等,%E3%81%93%E3%82%8C%E3%82%89,mismatch,N2,此等·是等,,,self,surface,これらの資料を確認してください。,,이들;이것들,https://ja.dict.naver.com/#/search?query=%E3%81%93%E3%82%8C%E3%82%89
w_bcdf6ba0c3132683,N3,不安だ,ふあんだ,불안하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=不安 suffix=だ,naver,surface,夫と私は一定の月収がないので、暮らしがいつも不安だ。,,,https://ja.dict.naver.com/#/search?query=%E4%B8%8D%E5%AE%89%E3%81%A0
w_a8eeca9225026b13,N3,お代わり,おかわり,"한그릇더먹음,리필",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,お代(わ)り·御代(わ)り,,,naver,surface,弟はまだ足りないのか母にお代わりを頼んだ。,,,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E4%BB%A3%E3%82%8F%E3%82%8A
w_8df0fff24f94cc63,N3,電車代,でんしゃだい,전철 요금,example-headword-missing,match,N3,電車代,%E3%81%A7%E3%82%93%E3%81%97%E3%82%83%E3%81%A0%E3%81%84,,,,,,naver,missing,ローカル電車の料金。,,전철 요금,https://ja.dict.naver.com/#/search?query=%E9%9B%BB%E8%BB%8A%E4%BB%A3
w_4dd46de7774b3d5b,N3,確実だ,かくじつだ,확실하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=確実 suffix=だ,naver,surface,今までの結果からすると、今回の試合はうちのチームの勝利が確実だ。,,,https://ja.dict.naver.com/#/search?query=%E7%A2%BA%E5%AE%9F%E3%81%A0
w_92eb50477a0ece80,N3,ごめんなさい,ごめんなさい,"미안합니다, 실례합니다",level-mismatch,mismatch,N5,,%E3%81%94%E3%82%81%E3%82%93%E3%81%AA%E3%81%95%E3%81%84,search_no_jlpt,,御免なさい·ご免なさい,,,naver,surface,ごめんなさい。仕方がなかった。,,미안합니다,https://ja.dict.naver.com/#/search?query=%E3%81%94%E3%82%81%E3%82%93%E3%81%AA%E3%81%95%E3%81%84
w_6e533b465b02e2aa,N3,感情的だ,かんじょうてきだ,감정적이다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=感情的 suffix=だ,naver,stem,その問題は感情的に持っていっては[扱っては]ならない.,,,https://ja.dict.naver.com/#/search?query=%E6%84%9F%E6%83%85%E7%9A%84%E3%81%A0
w_44f5a21a231cf355,N3,いつか,いつか,언젠가; 어느 날,level-ambiguous,manual_review,N4,何時か,いつか,manual_review,N5,五日,,,self,surface,いつか日本で働きたい。,,"언젠가;전하여, 이전에;조만간에;언젠가는;어느 사이에",https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%A4%E3%81%8B
w_a11eede38f3c2f74,N3,我慢する,がまんする,참다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,我慢する,derived-form,base=我慢 suffix=する,naver,surface,歯をきゅっと[ぎゅっと]食いしばって[かみしめて]我慢する.,,,https://ja.dict.naver.com/#/search?query=%E6%88%91%E6%85%A2%E3%81%99%E3%82%8B
w_316bbdf74fcc8447,N3,無事だ,ぶじだ,무사하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=無事 suffix=だ,naver,surface,これだけでも無事だ。,,,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E4%BA%8B%E3%81%A0
w_3cf8a59fa4a831ad,N3,真逆,まさか,"위급한 사태에 직면함, 설마;아무리 그렇다고 하더라도, 아무려면;아무리",spelling-flagged-form,match,N3,真逆,まさか,,,,flagged-form,ke_inf=['rarely used kanji form'] re_inf=[] seq=1363540,naver,surface,真逆そうするわけにもいかないね,,위급한 사태에 직면함;설마;아무리 그렇다고 하더라도;아무려면;아무리,https://ja.dict.naver.com/#/search?query=%E7%9C%9F%E9%80%86
w_124b8bc840f69c1e,N3,我々,われわれ,우리,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,責任の一端は我々にもある,,,https://ja.dict.naver.com/#/search?query=%E6%88%91%E3%80%85
w_1bdbcc339487204a,N3,暮らし,くらし,"생활, 살림",naver-level-missing,naver_level_missing,,,,match,N3,暮(ら)し,,,naver,surface,生活[暮らし]が立行かない,,,https://ja.dict.naver.com/#/search?query=%E6%9A%AE%E3%82%89%E3%81%97
w_58ae1bd95dca9642,N3,現れ,あらわれ,"표현, 표시, 징후",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,現(わ)れ·表(わ)れ·顕(わ)れ,,,naver,surface,実は好意の現れだ,,,https://ja.dict.naver.com/#/search?query=%E7%8F%BE%E3%82%8C
w_4af9f6c0aa9f9f51,N3,祭り,まつり,"제사, 축제;잔치, 京都의 賀茂 신사의 제사",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,祭り,,,naver,surface,お祭り気分に浮かれている.,,,https://ja.dict.naver.com/#/search?query=%E7%A5%AD%E3%82%8A
w_fe2638e2b65eff32,N3,図,ず,"그림, 도표",level-mismatch;level-mismatch-confirmed,mismatch,N2,図,%E3%81%9A,mismatch,N2,図,,,naver,surface,一枚の図に収める,,그림;회화;도면;도형;꼴;모양·광경,https://ja.dict.naver.com/#/search?query=%E5%9B%B3
