literal,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,source,source_url,license,qa_status,data_version,qa_note
円,"[""원"",""동그라미"",""엔""]","[""circle"",""yen"",""round""]","[""エン""]","[""まる.い"",""まる"",""まど"",""まど.か"",""まろ.やか""]",冂,멀 경,13,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
園,"[""공원"",""정원""]","[""park"",""garden"",""yard"",""farm""]","[""エン""]","[""その""]",囗,큰입구 국,31,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
宴,"[""연회"",""잔치""]","[""banquet"",""feast"",""party""]","[""エン""]","[""うたげ""]",宀,갓머리 면,40,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
延,"[""연인원"",""총계"",""연장""]","[""prolong"",""stretching""]","[""エン""]","[""の.びる"",""の.べる"",""の.べ"",""の.ばす""]",廴,민책받침 인,54,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
援,"[""돕다"",""원조하다""]","[""abet"",""help"",""save""]","[""エン""]",[],手,손 수,64,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
沿,"[""따르다"",""연하다""]","[""run alongside"",""follow along"",""run along"",""lie along""]","[""エン""]","[""そ.う"",""-ぞ.い""]",水,물 수,85,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
演,"[""공연하다"",""연기하다"",""상연하다""]","[""performance"",""act"",""play"",""render"",""stage""]","[""エン""]",[],水,물 수,85,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
煙,"[""연기""]","[""smoke""]","[""エン""]","[""けむ.る"",""けむり"",""けむ.い""]",火,불 화,86,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
猿,"[""원숭이""]","[""monkey""]","[""エン""]","[""さる""]",犬,개 견,94,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
縁,"[""가장자리""]","[""affinity"",""relation"",""connection"",""edge"",""border"",""verge"",""brink""]","[""エン"",""-ネン""]","[""ふち"",""ふち.どる"",""ゆかり"",""よすが"",""へり"",""えにし""]",糸,실 사,120,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
艶,"[""윤기"",""광택""]","[""glossy"",""luster"",""glaze"",""polish"",""charm"",""colorful"",""captivating""]","[""エン""]","[""つや"",""なま.めかしい"",""あで.やか"",""つや.めく"",""なま.めく""]",色,빛 색,139,19,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
遠,"[""멀다""]","[""distant"",""far""]","[""エン"",""オン""]","[""とお.い""]",辵,책받침 착,162,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
鉛,"[""납(금속)""]","[""lead""]","[""エン""]","[""なまり""]",金,쇠 금,167,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
塩,"[""소금""]","[""salt""]","[""エン""]","[""しお""]",土,흙 토,32,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
汚,"[""더럽다"",""지저분하다""]","[""dirty"",""pollute"",""disgrace"",""rape"",""defile""]","[""オ""]","[""けが.す"",""けが.れる"",""けが.らわしい"",""よご.す"",""よご.れる"",""きたな.い""]",水,물 수,85,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Manual format normalization 2026-08-18: 중복 뜻 제거.
凹,"[""움푹 들어가다"",""기가 죽다""]","[""concave"",""hollow"",""sunken""]","[""オウ""]","[""くぼ.む"",""へこ.む"",""ぼこ""]",凵,위터진입 구,17,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
央,"[""가운데"",""중앙""]","[""center"",""middle""]","[""オウ""]",[],大,큰 대,37,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
奥,"[""안쪽"",""내부"",""안쪽 부분""]","[""heart"",""interior""]","[""オウ""]","[""おく"",""おく.まる"",""くま""]",大,큰 대,37,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
往,"[""가다"",""지난날""]","[""journey"",""travel"",""chase away"",""let go"",""going"",""before"",""formerly""]","[""オウ""]","[""い.く"",""いにしえ"",""さき.に"",""ゆ.く""]",彳,두인변 척,60,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
応,"[""응하다"",""대응하다""]","[""apply"",""answer"",""yes"",""OK"",""reply"",""accept""]","[""オウ"",""ヨウ"",""-ノウ""]","[""あた.る"",""まさに"",""こた.える""]",心,마음 심,61,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
押,"[""누르다"",""밀다""]","[""push"",""stop"",""check"",""subdue"",""attach"",""seize"",""weight"",""shove"",""press"",""seal"",""do in spite of""]","[""オウ""]","[""お.す"",""お.し-"",""お.っ-"",""お.さえる"",""おさ.える""]",手,손 수,64,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Manual format normalization 2026-08-18: 중복 뜻 제거.
旺,"[""왕성하다"",""번성하다""]","[""flourishing"",""successful"",""beautiful"",""vigorous""]","[""オウ""]","[""さかん""]",日,날 일,72,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
横,"[""옆""]","[""sideways"",""side"",""horizontal"",""width"",""woof"",""unreasonable"",""perverse""]","[""オウ""]","[""よこ""]",木,나무 목,75,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
欧,"[""유럽""]","[""Europe""]","[""オウ""]","[""うた.う"",""は.く""]",欠,하품 흠,76,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
殴,"[""때리다"",""치다""]","[""assault"",""hit"",""beat"",""thrash""]","[""オウ""]","[""なぐ.る""]",殳,갖은둥글월 문,79,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
王,"[""왕""]","[""king"",""rule"",""magnate""]","[""オウ"",""-ノウ""]",[],玉,구슬 옥,96,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
襖,"[""맹장지"",""후스마""]","[""opaque sliding door""]","[""オウ""]","[""ふすま"",""あお""]",衣,옷 의,145,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
黄,"[""노랑""]","[""yellow""]","[""コウ"",""オウ""]","[""き"",""こ-""]",黃,누를 황,201,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
億,"[""억"",""일억""]","[""hundred million"",""10**8""]","[""オク""]",[],人,사람 인,9,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
屋,"[""집"",""가게"",""지붕""]","[""roof"",""house"",""shop"",""dealer"",""seller""]","[""オク""]","[""や""]",尸,주검 시,44,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
憶,"[""기억하다"",""생각하다""]","[""recollection"",""think"",""remember""]","[""オク""]",[],心,마음 심,61,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
臆,"[""겁"",""마음"",""소심함""]","[""timidity"",""heart"",""mind"",""fear"",""cowardly""]","[""オク"",""ヨク""]","[""むね"",""おくする""]",肉,고기 육,130,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
乙,"[""을"",""둘째""]","[""the latter"",""duplicate"",""strange"",""witty"",""fishhook radical (no. 5)""]","[""オツ"",""イツ""]","[""おと-"",""きのと""]",乙,새 을,5,1,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
俺,"[""나""]","[""I"",""myself""]","[""エン""]","[""おれ"",""われ""]",人,사람 인,9,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
卸,"[""도매하다"",""갈다""]","[""wholesale""]","[""シャ""]","[""おろ.す"",""おろし"",""おろ.し""]",卩,병부 절,26,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
恩,"[""은혜""]","[""grace"",""kindness"",""goodness"",""favor"",""mercy"",""blessing"",""benefit""]","[""オン""]",[],心,마음 심,61,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
温,"[""미지근하다""]","[""warm""]","[""オン""]","[""あたた.か"",""あたた.かい"",""あたた.まる"",""あたた.める"",""ぬく""]",水,물 수,85,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
穏,"[""온화함"",""평온함""]","[""calm"",""quiet"",""moderation""]","[""オン""]","[""おだ.やか""]",禾,벼 화,115,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
音,"[""소리""]","[""sound"",""noise""]","[""オン"",""イン"",""-ノン""]","[""おと"",""ね""]",音,소리 음,180,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
下,"[""아래"",""밑""]","[""below"",""down"",""descend"",""give"",""low"",""inferior""]","[""カ"",""ゲ""]","[""した"",""しも"",""もと"",""さ.げる"",""さ.がる"",""くだ.る"",""くだ.り"",""くだ.す"",""-くだ.す"",""くだ.さる"",""お.ろす"",""お.りる""]",一,한 일,1,3,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
化,"[""둔갑하다"",""변하다""]","[""change"",""take the form of"",""influence"",""enchant"",""delude"",""-ization""]","[""カ"",""ケ""]","[""ば.ける"",""ば.かす"",""ふ.ける"",""け.する""]",匕,비수 비,21,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
仮,"[""임시"",""가짜""]","[""sham"",""temporary"",""interim"",""assumed (name)"",""informal""]","[""カ"",""ケ""]","[""かり"",""かり-""]",人,사람 인,9,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
何,"[""그런"",""이러한 그런"",""이러한""]","[""what""]","[""カ""]","[""なに"",""なん"",""なに-"",""なん-""]",人,사람 인,9,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
価,"[""값"",""가치""]","[""value"",""price""]","[""カ"",""ケ""]","[""あたい""]",人,사람 인,9,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
加,"[""더하다"",""추가하다""]","[""add"",""addition"",""increase"",""join"",""include"",""Canada""]","[""カ""]","[""くわ.える"",""くわ.わる""]",力,힘 력,19,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
可,"[""가함"",""가능""]","[""can"",""passable"",""approval""]","[""カ"",""コク""]","[""-べ.き"",""-べ.し""]",口,입 구,30,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
夏,"[""여름""]","[""summer""]","[""カ"",""ガ"",""ゲ""]","[""なつ""]",夊,천천히걸을 쇠,35,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
嫁,"[""며느리"",""신부""]","[""marry into"",""bride""]","[""カ""]","[""よめ"",""とつ.ぐ"",""い.く"",""ゆ.く""]",女,계집 녀,38,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
家,"[""집""]","[""house"",""home"",""family"",""professional"",""expert"",""performer""]","[""カ"",""ケ""]","[""いえ"",""や"",""うち""]",宀,갓머리 면,40,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
科,"[""과"",""부문"",""과정""]","[""department"",""course"",""section""]","[""カ""]",[],禾,벼 화,115,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
