literal,highest_severity,checks,details,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,qa_status,linked_word_count,linked_word_examples
何,review,manual_review_required,,"[""그런"",""이러한 그런"",""이러한""]","[""what""]","[""カ""]","[""なに"",""なん"",""なに-"",""なん-""]",人,사람 인,9,7,auto,13,"何人/なんにん:몇 명 || 何個/なんこ:몇 개 || 何でも/なんでも:무엇이든 || 何々/なになに:그런, 이러한 그런, 이러한, 무엇 || 何とか/なんとか:뭐라고,어떻게든 || 何とも/なんとも:정말, 뭐라 할 수 없이, 전혀 || 何となく/なんとなく:왠지 모르게, 어쩐지 || 何しろ/なにしろ:아무튼,어쨌든"
余,review,manual_review_required,,"[""남다"",""나머지"",""여분""]","[""too much"",""myself"",""surplus"",""other"",""remainder""]","[""ヨ""]","[""あま.る"",""あま.り"",""あま.す"",""あんま.り""]",人,사람 인,9,7,needs_review,9,"余り/あまり:그다지 ~않은, 잉여, 남음 || 余裕/よゆう:여유 || 余計/よけい:한층더,더욱 || 余分/よぶん:여분의, 남는 || 余る/あまる:남다 || 余所/よそ:다른 곳, 딴 데 || 余地/よち:여지, 여유 || 余程/よほど:상당히, 꽤"
作,review,manual_review_required,,"[""작품""]","[""make"",""production"",""prepare"",""build""]","[""サク"",""サ""]","[""つく.る"",""つく.り"",""-づく.り""]",人,사람 인,9,7,auto,27,"作る/つくる:만들다 || 作文/さくぶん:작문 || 作品/さくひん:작품 || 作業/さぎょう:작업 || 作家/さっか:저자, 작가 || 作者/さくしゃ:작자, 저자 || 作曲/さっきょく:작곡 || 名作/めいさく:명작"
併,review,manual_review_required,,"[""아우르다"",""합치다""]","[""join"",""get together"",""unite"",""collective""]","[""ヘイ""]","[""あわ.せる""]",人,사람 인,9,8,auto,1,合併/がっぺい:합병
使,review,manual_review_required,,"[""사용하다""]","[""use"",""send on a mission"",""order"",""messenger"",""envoy"",""ambassador"",""cause""]","[""シ""]","[""つか.う"",""つか.い"",""-つか.い"",""-づか.い""]",人,사람 인,9,8,auto,10,"使う/つかう:사용하다 || 使用料/しようりょう:사용료 || 使用/しよう:사용 || 大使/たいし:대사 || お使い/おつかい:심부름 || 使命/しめい:사명, 임무 || 駆使/くし:구사,능숙하게사용함 || 駆使する/くしする:구사하다"
例,review,manual_review_required,,"[""예"",""보기""]","[""example"",""custom"",""usage"",""precedent""]","[""レイ""]","[""たと.える""]",人,사람 인,9,8,auto,8,"例えば/たとえば:예를 들어 || 例外/れいがい:예외 || 例/れい:예, 보기 || 例える/たとえる:비유하다, 빗대다 || 実例/じつれい:예 || 比例/ひれい:비례 || 前例/ぜんれい:전례 || 慣例/かんれい:관례"
侍,review,manual_review_required,,"[""사무라이""]","[""waiter"",""samurai"",""wait upon"",""serve""]","[""ジ"",""シ""]","[""さむらい"",""はべ.る""]",人,사람 인,9,8,auto,1,侍/さむらい:사무라이
供,review,manual_review_required,,"[""수행"",""동행""]","[""submit"",""offer"",""present"",""serve (meal)"",""accompany""]","[""キョウ"",""ク"",""クウ"",""グ""]","[""そな.える"",""とも"",""-ども""]",人,사람 인,9,8,auto,5,"子供/こども:아이, 어린이 || 供給/きょうきゅう:공급 || 提供/ていきょう:제공 || お供/おとも:수행, 동행 || 供与/きょうよ:공여,제공"
依,review,manual_review_required,,"[""의지하다"",""따르다""]","[""reliant"",""depend on"",""consequently"",""therefore"",""due to""]","[""イ"",""エ""]","[""よ.る""]",人,사람 인,9,8,auto,2,依頼/いらい:의뢰 || 依存/いぞん:의존
価,review,manual_review_required,,"[""값"",""가치""]","[""value"",""price""]","[""カ"",""ケ""]","[""あたい""]",人,사람 인,9,8,auto,5,"価値/かち:가치 || 価格/かかく:가격, 가치 || 物価/ぶっか:물가 || 評価/ひょうか:평가 || 定価/ていか:정가"
侮,review,manual_review_required,,"[""무시하다""]","[""scorn"",""despise"",""make light of"",""contempt""]","[""ブ""]","[""あなど.る"",""あなず.る""]",人,사람 인,9,8,auto,2,侮辱/ぶじょく:모욕 || 侮る/あなどる:무시하다
侵,review,manual_review_required,,"[""침범하다"",""침해하다""]","[""encroach"",""invade"",""raid"",""trespass"",""violate""]","[""シン""]","[""おか.す""]",人,사람 인,9,9,auto,3,"侵入/しんにゅう:침입 || 侵す/おかす:침범하다, 침해하다 || 侵略/しんりゃく:침략"
便,review,manual_review_required,,"[""소식"",""편지""]","[""convenience"",""facility"",""excrement"",""feces"",""letter"",""chance""]","[""ベン"",""ビン""]","[""たよ.り""]",人,사람 인,9,9,auto,10,"便利/べんり:편리함 || 不便/ふべん:불편함 || 郵便/ゆうびん:우편 || 便所/べんじょ:화장실 || 小便/しょうべん:소변 || 便り/たより:소식, 편지 || 便箋/びんせん:편지지 || 船便/ふなびん:선편(배편)"
係,review,manual_review_required,,"[""담당자"",""담당""]","[""person in charge"",""connection"",""duty"",""concern oneself""]","[""ケイ""]","[""かか.る"",""かかり"",""-がかり"",""かか.わる""]",人,사람 인,9,9,auto,2,"関係/かんけい:관계 || 係/かかり:담당자, 담당"
促,review,manual_review_required,,"[""촉구하다"",""재촉하다""]","[""stimulate"",""urge"",""press"",""demand"",""incite""]","[""ソク""]","[""うなが.す""]",人,사람 인,9,9,auto,4,"催促/さいそく:재촉 || 促進/そくしん:촉진 || 促す/うながす:촉구하다,재촉하다 || 督促/とくそく:독촉"
俄,review,manual_review_required,,"[""갑작스러운"",""뜻밖의""]","[""sudden"",""abrupt"",""improvised""]","[""ガ""]","[""にわか""]",人,사람 인,9,9,auto,1,"俄/にわか:갑작스러운, 뜻밖의"
俗,review,manual_review_required,,"[""풍속"",""속됨""]","[""vulgar"",""customs"",""manners"",""worldliness"",""mundane things""]","[""ゾク""]",[],人,사람 인,9,9,auto,2,風俗/ふうぞく:풍속 || 民俗/みんぞく:민속
保,review,manual_review_required,,"[""유지하다"",""보존하다""]","[""protect"",""guarantee"",""keep"",""preserve"",""sustain"",""support""]","[""ホ"",""ホウ""]","[""たも.つ""]",人,사람 인,9,9,auto,14,保存/ほぞん:보존 || 保護者/ほごしゃ:보호자 || 保存する/ほぞんする:보존하다 || 確保/かくほ:확보 || 保健/ほけん:보건 || 保護/ほご:보호 || 保険/ほけん:보험 || 保障/ほしょう:보장
信,review,manual_review_required,,"[""믿다""]","[""faith"",""truth"",""fidelity"",""trust""]","[""シン""]",[],人,사람 인,9,9,auto,14,"通信/つうしん:통신 || 自信/じしん:자신 || 信号/しんごう:신호, 신호등 || 送信/そうしん:송신 || 受信/じゅしん:수신, 무선 전신·무선 전화를 받음, 전보을 받음 || 信頼/しんらい:신뢰 || 信用/しんよう:신용, 신뢰 || 信仰/しんこう:신앙(종교적인), 믿음"
修,review,manual_review_required,,"[""닦다"",""수련하다""]","[""discipline"",""conduct oneself well"",""study"",""master""]","[""シュウ"",""シュ""]","[""おさ.める"",""おさ.まる""]",人,사람 인,9,10,auto,10,"修理/しゅうり:수리 || 修正/しゅうせい:수정 || 研修/けんしゅう:훈련 || 修士/しゅうし:석사 || 修繕/しゅうぜん:수선 || 修行/しゅぎょう:수행, 수련 || 修復/しゅうふく:수복,복원 || 改修/かいしゅう:개수, 수리, 보수"
俳,review,manual_review_required,,"[""배우"",""하이쿠""]","[""haiku"",""actor""]","[""ハイ""]",[],人,사람 인,9,10,auto,2,俳優/はいゆう:배우 || 俳句/はいく:하이쿠
俵,review,manual_review_required,,"[""가마니"",""포대""]","[""bag"",""bale"",""sack"",""counter for bags""]","[""ヒョウ""]","[""たわら""]",人,사람 인,9,10,auto,1,"土俵/どひょう:씨름판, 경기장"
俺,review,manual_review_required,,"[""나""]","[""I"",""myself""]","[""エン""]","[""おれ"",""われ""]",人,사람 인,9,10,auto,1,俺/おれ:나
倉,review,manual_review_required,,"[""창고""]","[""godown"",""warehouse"",""storehouse"",""cellar"",""treasury""]","[""ソウ""]","[""くら""]",人,사람 인,9,10,needs_review,1,倉庫/そうこ:창고
個,review,manual_review_required,,"[""개별"",""개""]","[""individual"",""counter for articles""]","[""コ"",""カ""]",[],人,사람 인,9,10,auto,5,何個/なんこ:몇 개 || 個人/こじん:개인 || 個体/こたい:개체 || 個別/こべつ:개별 || 個性/こせい:개성
倍,review,manual_review_required,,"[""두 배""]","[""double"",""twice"",""times"",""fold""]","[""バイ""]",[],人,사람 인,9,10,auto,3,"倍/ばい:두 배 || 倍率/ばいりつ:배율; 경쟁률 || 人一倍/ひといちばい:남달리,남보다갑절"
倒,review,manual_review_required,,"[""쓰러뜨리다""]","[""overthrow"",""fall"",""collapse"",""drop"",""break down""]","[""トウ""]","[""たお.れる"",""-だお.れ"",""たお.す"",""さかさま"",""さかさ"",""さかしま""]",人,사람 인,9,10,auto,5,"倒れる/たおれる:쓰러지다,넘어지다 || 面倒/めんどう:귀찮음, 성가심 || 倒す/たおす:쓰러뜨리다 || 面倒臭い/めんどうくさい:귀찮다, 번거롭다 || 圧倒/あっとう:압도"
候,review,manual_review_required,,"[""기후"",""계절"",""기다리다""]","[""climate"",""season"",""weather"",""wait for"",""expect""]","[""コウ""]","[""そうろう""]",人,사람 인,9,10,auto,2,"候補/こうほ:후보 || 天候/てんこう:날씨, 기후"
借,review,manual_review_required,,"[""빌림"",""또"",""빌린 것""]","[""borrow"",""rent""]","[""シャク""]","[""か.りる""]",人,사람 인,9,10,auto,4,"借りる/かりる:빌리다 || 借金/しゃっきん:빚, 부채 || 借り/かり:빌림;또, 빌린 것, 장부상의 ‘借方’의 준말 || 拝借/はいしゃく:빌림, 빌리다"
倣,review,manual_review_required,,"[""본받다"",""모방하다""]","[""emulate"",""imitate""]","[""ホウ""]","[""なら.う""]",人,사람 인,9,10,auto,2,"模倣/もほう:모방 || 倣う/ならう:본받다, 모방하다"
値,review,manual_review_required,,"[""값"",""가치""]","[""price"",""cost"",""value""]","[""チ""]","[""ね"",""あたい""]",人,사람 인,9,10,auto,8,"値段/ねだん:가격 || 価値/かち:가치 || 値下げ/ねさげ:가격 인하 || 値上げ/ねあげ:값을 올림;가격 인상 || 値引き/ねびき:할인, 에누리 || 値/あたい:값, 가치 || 値する/あたいする:가치가있다 || 値打ち/ねうち:가치, 값어치"
倹,review,manual_review_required,,"[""검소함"",""절약""]","[""frugal"",""economy"",""thrifty""]","[""ケン""]","[""つま.しい"",""つづまやか""]",人,사람 인,9,10,auto,1,"倹約/けんやく:검약, 절약"
偉,review,manual_review_required,,"[""훌륭하다"",""위대하다""]","[""admirable"",""greatness"",""remarkable"",""conceited"",""famous"",""excellent""]","[""イ""]","[""えら.い""]",人,사람 인,9,12,auto,2,"偉大/いだい:위대함 || 偉い/えらい:훌륭하다,위대하다"
偏,review,manual_review_required,,"[""기울다"",""치우치다(편중)""]","[""partial"",""side"",""left-side radical"",""inclining"",""biased""]","[""ヘン""]","[""かたよ.る""]",人,사람 인,9,11,auto,3,"偏る/かたよる:기울다,치우치다(편중) || 偏見/へんけん:편견 || 偏り/かたより:치우침, 편향"
停,review,manual_review_required,,"[""버스 정류장""]","[""halt"",""stopping""]","[""テイ""]","[""と.める"",""と.まる""]",人,사람 인,9,11,auto,7,"停電/ていでん:정전 || 停車/ていしゃ:정차 || バス停/バスてい:버스 정류장 || 停止/ていし:정지, 중단 || 停留所/ていりゅうじょ:정류장 || 停滞/ていたい:정체,진행이더딤 || 調停/ちょうてい:중재"
健,review,manual_review_required,,"[""건강함"",""튼튼함""]","[""healthy"",""health"",""strength"",""persistence""]","[""ケン""]","[""すこ.やか""]",人,사람 인,9,11,auto,5,"健康/けんこう:건강 || 保健/ほけん:보건 || 健全/けんぜん:건전함 || 健在/けんざい:건재, 건강함 || 健やか/すこやか:건강함, 튼튼함"
側,review,manual_review_required,,"[""쪽"",""측면""]","[""side"",""lean"",""oppose"",""regret""]","[""ソク""]","[""かわ"",""がわ"",""そば""]",人,사람 인,9,11,auto,5,"内側/うちがわ:안쪽 || 裏側/うらがわ:뒤쪽,안쪽 || 両側/りょうがわ:양쪽, 양측 || 側面/そくめん:쪽, 측면 || 縁側/えんがわ:툇마루, 베란다"
偶,review,manual_review_required,,"[""우연히""]","[""accidentally"",""even number"",""couple"",""man & wife"",""same kind""]","[""グウ""]","[""たま""]",人,사람 인,9,11,auto,3,偶然/ぐうぜん:우연히 || 偶数/ぐうすう:짝수 || 配偶者/はいぐうしゃ:배우자
偽,review,manual_review_required,,"[""허위""]","[""falsehood"",""lie"",""deceive"",""pretend"",""counterfeit"",""forgery""]","[""ギ"",""カ""]","[""いつわ.る"",""にせ"",""いつわ.り""]",人,사람 인,9,11,auto,3,"偽物/にせもの:가짜, 모조품 || 偽造/ぎぞう:위조 || 偽り/いつわり:허위"
傍,review,manual_review_required,,"[""곁"",""옆"",""한편""]","[""bystander"",""side"",""besides"",""while"",""nearby"",""third person""]","[""ボウ""]","[""かたわ.ら"",""わき"",""おか-"",""はた"",""そば""]",人,사람 인,9,12,needs_review,1,"傍ら/かたわら:곁, 한편"
傑,review,manual_review_required,,"[""뛰어남"",""호걸""]","[""greatness"",""excellence""]","[""ケツ""]","[""すぐ.れる""]",人,사람 인,9,13,auto,1,傑作/けっさく:걸작
傘,review,manual_review_required,,"[""우산""]","[""umbrella""]","[""サン""]","[""かさ""]",人,사람 인,9,12,auto,1,傘/かさ:우산
備,review,manual_review_required,,"[""준비하다"",""구비하다""]","[""equip"",""provision"",""preparation""]","[""ビ""]","[""そな.える"",""そな.わる"",""つぶさ.に""]",人,사람 인,9,12,auto,12,"準備/じゅんび:준비 || 整備/せいび:정비 || 設備/せつび:설비 || 警備/けいび:경비, 경호 || 予備/よび:예비, 준비 || 備える/そなえる:준비하다,구비하다 || 装備/そうび:장비 || 守備/しゅび:수비"
催,review,manual_review_required,,"[""행사"",""이벤트""]","[""sponsor"",""hold (a meeting)"",""give (a dinner)""]","[""サイ""]","[""もよう.す"",""もよお.す""]",人,사람 인,9,13,auto,5,"開催/かいさい:개최 || 催し/もよおし:행사, 이벤트 || 催促/さいそく:재촉 || 主催/しゅさい:주최 || 催す/もよおす:개최하다"
債,review,manual_review_required,,"[""빚"",""채권""]","[""bond"",""loan"",""debt""]","[""サイ""]",[],人,사람 인,9,13,auto,2,"債務/さいむ:채무 || 負債/ふさい:빚, 부채"
傷,review,manual_review_required,,"[""상처""]","[""wound"",""hurt"",""injure"",""impair"",""pain"",""injury"",""cut"",""gash"",""scar"",""weak point""]","[""ショウ""]","[""きず"",""いた.む"",""いた.める""]",人,사람 인,9,13,auto,5,"傷/きず:상처 || 火傷/やけど:화상 || 負傷/ふしょう:부상, 상처 || 傷付く/きずつく:상처받다, 다치다 || 中傷/ちゅうしょう:중상, 비방"
傾,review,manual_review_required,,"[""기울다"",""기울이다""]","[""lean"",""incline"",""tilt"",""trend"",""wane"",""sink"",""ruin"",""bias""]","[""ケイ""]","[""かたむ.く"",""かたむ.ける"",""かたぶ.く"",""かた.げる"",""かし.げる""]",人,사람 인,9,13,auto,4,"傾向/けいこう:경향 || 傾く/かたむく:(위치,마음,사상이)기울다 || 傾斜/けいしゃ:경사,기울기 || 傾ける/かたむける:기울다, 구부리다"
僅,review,manual_review_required,,"[""약간"",""불과""]","[""a wee bit""]","[""キン"",""ゴン""]","[""わず.か""]",人,사람 인,9,12,needs_review,1,"僅か/わずか:약간, 불과"
働,review,manual_review_required,,"[""일하다""]","[""work"",""(kokuji)""]","[""ドウ""]","[""はたら.く""]",人,사람 인,9,13,auto,6,"働く/はたらく:일하다 || 働き/はたらき:움직여서 일·구실을 함;작동, 활동;회전, 작용;기능 || 働き者/はたらきもの:부지런한 사람, 유능한 일꾼 || 労働/ろうどう:노동 || 稼働/かどう:가동 || 共働き/ともばたらき:맞벌이"
